ticker,lstm_s,mc_mean,mc_std,sent_score,regime,regime_conf,legacy_regime,risk_score_corr,div_status,topo_modifier,topo_chaos,topo_signal,causal_modifier,causal_score,combined_mod,adver_passed,adver_delta,adver_penalty,top_driver,ig_score,raw_conf,gated_conf,gdi,gdi_penalty,gdi_tension,conflict_ruling,arb_conf,asc_score,asc_penalty,asc_quadrant,bcs,aesl_zone,aesl_mult,alloc_pct,display_alloc_pct,kelly_frac,num_shares,decision,actual_ret,result_cat,result_icon,test_date,outcome_date,window
WMT,0.0,0.0,0.0,-0.02,Sideways,0.88,N/A,0.335,OK,1.01,0.4499,CHAOTIC,0.9,0.3,0.955,True,-0.426,1.0,RSI,-0.002192,0.2122,0.2027,0.283,0.95,MILD,NO_CONFLICT,0.152,0.9446,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.4452,MODERATE,0.69,0.0,2.0,-0.272,0,SELL,-2.312,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
PG,1.0,1.0,0.0,0.01,Sideways,0.79,N/A,0.4664,MINOR,0.9177,0.6701,SIDEWAYS,1.0226,0.7088,0.9701,True,0.0236,1.0,RSI,0.003364,0.9901,0.9125,0.284,0.95,MILD,MILD_ADJUST,0.6616,0.9317,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2763,MILD,0.828,16.56,16.56,0.4925,10,BUY,3.933,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
JNJ,0.867,0.867,0.133,0.02,Sideways,0.82,N/A,0.3745,OK,0.9864,0.5682,CHAOTIC,0.9954,0.6845,0.9909,True,0.7511,1.0,RSI,0.001657,0.982,0.9244,0.2072,0.95,MILD,MILD_ADJUST,0.5894,0.9398,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.3214,MODERATE,0.7875,14.36,14.36,0.384,9,BUY,-0.05,noise_w,🔍✗,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
NFLX,0.0004,0.0004,0.0004,-0.08,Sideways,0.98,N/A,0.55,MINOR,0.9872,0.5641,NEUTRAL,0.9655,0.6515,0.9764,True,-0.2793,1.0,vol_change,-0.001109,0.204,0.1991,0.2768,0.95,MILD,NO_CONFLICT,0.1381,0.9335,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.3708,MODERATE,0.75,0.0,2.0,-0.2928,0,SELL,-3.86,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
DIS,0.0,0.0,0.0,-0.07,Sideways,0.94,N/A,0.3367,OK,1.0106,0.4472,CHAOTIC,0.9655,0.6515,0.988,True,-0.0157,1.0,log_return,-0.002214,0.2052,0.2027,0.278,0.95,MILD,NO_CONFLICT,0.152,0.9335,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.3735,MODERATE,0.69,0.0,2.0,-0.272,0,SELL,-6.408,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
CRM,0.0,0.0,0.0,-0.09,Bear,0.98,N/A,0.3315,OK,1.0085,0.4574,CHAOTIC,0.9655,0.6515,0.987,True,-0.4671,1.0,RSI,-0.000978,0.1424,0.1518,0.198,1.0,HARMONY,NO_CONFLICT,0.1138,0.9335,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1009,HARMONY,0.92,0.0,2.0,-0.4769,0,SELL,-7.335,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
PLTR,1.0,1.0,0.0,-0.1,Sideways,0.77,N/A,0.5068,MINOR,0.9902,0.5489,CHAOTIC,0.9355,0.6182,0.9628,False,0.0052,0.72,sma50_dist,0.002079,0.9755,0.6763,0.338,0.95,MILD,MILD_ADJUST,0.4801,0.9485,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.472,MODERATE,0.78,4.92,4.92,0.2202,18,HOLD,-8.646,hold,—,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
AAPL,0.0,0.0,0.0,0.04,Sideways,0.98,N/A,0.3214,OK,1.0121,0.4395,NEUTRAL,1.0552,0.7508,1.0336,True,-0.0694,1.0,vol_change,-0.001146,0.2206,0.228,0.297,0.95,MILD,NO_CONFLICT,0.1482,0.955,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.4642,MODERATE,0.69,0.0,2.0,-0.2777,0,SELL,-1.886,noise_c,🔍✓,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
MSFT,1.0,1.0,0.0,0.08,Sideways,0.86,N/A,0.4709,MINOR,0.9178,0.6693,SIDEWAYS,1.0554,0.7512,0.9866,False,0.0003,0.72,sma10_dist,0.001959,0.9944,0.7063,0.277,0.95,MILD,MILD_ADJUST,0.511,0.9371,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2037,MILD,0.828,10.48,10.48,0.2665,2,HOLD,2.838,hold,—,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
NVDA,1.0,1.0,0.0,0.12,Bear,0.98,N/A,0.4456,MINOR,0.9003,0.7615,SIDEWAYS,0.9655,0.6515,0.9329,True,0.0117,1.0,sma10_dist,-0.000844,0.9957,0.9289,0.6877,0.5,CRITICAL,MILD_ADJUST,0.6808,0.9371,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.6354,MODERATE,0.75,5.14,5.14,0.468,3,HOLD,3.363,hold,—,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
TSLA,1.0,1.0,0.0,0.1,Sideways,0.83,N/A,0.9416,CRITICAL,1.0118,0.4408,NEUTRAL,0.9355,0.6182,0.9737,False,0.002,0.72,sma10_dist,0.004247,0.9952,0.6976,0.3611,0.85,MODERATE,MILD_ADJUST,0.467,0.9371,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.198,MILD,0.828,3.53,3.53,0.2004,0,HOLD,5.75,hold,—,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
META,0.9998,0.9998,0.0002,0.09,Sideways,0.875,N/A,0.4655,MINOR,0.9217,0.6487,SIDEWAYS,0.9,0.3,0.9108,False,0.0045,0.72,sma50_dist,0.00216,0.9948,0.6524,0.2759,0.95,MILD,MILD_ADJUST,0.4733,0.9371,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2044,MILD,0.9,7.97,7.97,0.2099,1,HOLD,0.73,hold,—,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
GOOGL,0.9888,0.9888,0.0112,0.07,Sideways,0.885,N/A,0.4228,MINOR,0.9193,0.6616,SIDEWAYS,1.0255,0.7182,0.9724,False,-0.0044,0.72,RSI,0.002059,0.9936,0.6956,0.2716,0.95,MILD,NO_CONFLICT,0.5158,0.931,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2138,MILD,0.9,9.77,9.77,0.2737,5,HOLD,2.612,hold,—,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
AMZN,0.9999,0.9999,0.0001,0.07,Sideways,0.845,N/A,0.3987,OK,1.0088,0.456,NEUTRAL,1.0255,0.7182,1.0171,True,0.0107,1.0,log_return,0.002499,0.9939,1.0,0.2779,0.95,MILD,NO_CONFLICT,0.75,0.9357,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2031,MILD,0.9,18.0,18.0,0.625,8,BUY,3.424,correct,✅,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
AMD,1.0,1.0,0.0,0.06,Bear,0.98,N/A,0.7949,CRITICAL,1.0094,0.4528,NEUTRAL,0.9655,0.6515,0.9875,False,0.0099,0.72,sma50_dist,-0.000453,0.9931,0.7061,0.6858,0.5,CRITICAL,MILD_ADJUST,0.4249,0.9357,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.7571,HIGH,0.55,0.38,0.38,0.0416,0,HOLD,3.529,hold,—,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
INTC,0.9998,0.9998,0.0002,0.08,Bear,0.98,N/A,0.8974,CRITICAL,0.9887,0.5564,NEUTRAL,0.9655,0.6515,0.9771,False,0.008,0.72,sma10_dist,-0.00337,0.9941,0.6994,0.6797,0.5,CRITICAL,MILD_ADJUST,0.4196,0.9357,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.6456,MODERATE,0.69,0.4,0.4,0.0327,2,HOLD,11.927,hold,—,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
ORCL,1.0,1.0,0.0,0.08,Bear,0.98,N/A,0.4069,MINOR,0.9797,0.6013,CHAOTIC,0.9355,0.6182,0.9576,False,0.0018,0.72,sma10_dist,0.001945,0.9941,0.6854,0.667,0.5,CRITICAL,NO_CONFLICT,0.5123,0.9357,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.6453,MODERATE,0.69,3.19,3.19,0.1872,2,HOLD,4.619,hold,—,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
SPY,1.0,1.0,0.0,0.06,Sideways,0.98,N/A,0.3,OK,0.9163,0.6773,SIDEWAYS,0.95,0.5,0.9331,True,0.0192,1.0,RSI,0.001992,0.9934,0.927,0.279,0.95,MILD,NO_CONFLICT,0.6953,0.9357,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2853,MILD,0.7038,14.08,14.08,0.5429,2,BUY,2.785,correct,✅,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
QQQ,1.0,1.0,0.0,0.08,Sideways,0.98,N/A,0.3,OK,0.928,0.6158,SIDEWAYS,0.95,0.5,0.939,False,0.0001,0.72,RSI,0.001705,0.9944,0.6723,0.277,0.95,MILD,NO_CONFLICT,0.5042,0.9357,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2167,MILD,0.765,9.31,9.31,0.2563,1,HOLD,3.2,hold,—,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
DIA,1.0,1.0,0.0,0.05,Sideways,0.93,N/A,0.3,OK,0.9275,0.6185,SIDEWAYS,0.95,0.5,0.9387,True,0.0116,1.0,RSI,0.001495,0.9928,0.932,0.28,0.95,MILD,NO_CONFLICT,0.699,0.9357,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2807,MILD,0.765,15.3,15.3,0.5485,3,BUY,2.819,correct,✅,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
IWM,1.0,1.0,0.0,0.09,Sideways,0.77,N/A,0.3,OK,0.9124,0.6978,SIDEWAYS,0.95,0.5,0.9312,False,0.001,0.72,RSI,0.000775,0.9948,0.667,0.276,0.95,MILD,NO_CONFLICT,0.5003,0.9357,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1915,MILD,0.765,9.1,9.1,0.2504,4,HOLD,3.779,hold,—,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
JPM,1.0,1.0,0.0,0.12,Sideways,0.94,N/A,0.3684,OK,1.0056,0.4718,CHAOTIC,0.9655,0.6515,0.9856,False,0.0043,0.72,sma10_dist,0.003821,0.9958,0.7066,0.273,0.95,MILD,NO_CONFLICT,0.53,0.9357,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2083,MILD,0.7956,11.15,11.15,0.2949,4,BUY,6.122,correct,✅,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
BAC,1.0,1.0,0.0,0.1,Sideways,0.98,N/A,0.3284,OK,0.9831,0.5845,CHAOTIC,0.9955,0.6848,0.9893,False,0.0098,0.72,sma20_dist,-0.000616,0.9952,0.7088,0.275,0.95,MILD,NO_CONFLICT,0.5316,0.9357,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2145,MILD,0.765,10.81,10.81,0.2974,24,BUY,3.262,correct,✅,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
GS,1.0,1.0,0.0,0.14,Sideways,0.75,N/A,0.3402,OK,0.9874,0.5631,CHAOTIC,0.9355,0.6182,0.9615,True,0.1621,1.0,sma10_dist,-0.00171,0.9964,0.958,0.271,0.95,MILD,NO_CONFLICT,0.7185,0.9357,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1837,MILD,0.765,15.3,15.3,0.5777,2,BUY,11.189,correct,✅,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
V,1.0,1.0,0.0,0.07,Sideways,0.98,N/A,0.3975,OK,1.0088,0.4559,CHAOTIC,0.9654,0.6515,0.9871,False,0.0024,0.72,RSI,0.001321,0.9939,0.7064,0.278,0.95,MILD,NO_CONFLICT,0.5298,0.9357,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2179,MILD,0.7956,11.14,11.14,0.2947,3,BUY,4.138,correct,✅,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
GLD,1.0,1.0,0.0,0.06,Sideways,0.98,N/A,0.3,OK,0.9158,0.6801,SIDEWAYS,0.95,0.5,0.9329,True,0.0106,1.0,RSI,0.00251,0.9934,0.9267,0.279,0.95,MILD,NO_CONFLICT,0.695,0.9357,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2853,MILD,0.9,18.0,18.0,0.5425,7,BUY,1.436,noise_c,🔍✓,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
TLT,1.0,1.0,0.0,-0.04,Bull,0.94,N/A,0.3,OK,0.9191,0.6628,SIDEWAYS,0.95,0.5,0.9345,True,0.0636,1.0,sma20_dist,0.001998,0.9853,0.8748,0.237,0.95,MILD,NO_CONFLICT,0.6561,0.9357,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.0677,HARMONY,1.03,20.0,20.0,0.5185,24,BUY,2.06,correct,✅,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
SLV,1.0,1.0,0.0,0.03,Bear,0.98,N/A,0.3,OK,0.9279,0.6162,SIDEWAYS,0.95,0.5,0.9389,True,0.0132,1.0,vol_change,0.00275,0.9912,0.8842,0.672,0.5,CRITICAL,NO_CONFLICT,0.6632,0.9357,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.6724,HIGH,0.572,5.72,5.72,0.4386,21,HOLD,2.411,hold,—,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
XOM,0.9998,0.9998,0.0002,0.05,Sideways,0.88,N/A,0.35,OK,1.0092,0.4541,CHAOTIC,0.9654,0.6515,0.9873,True,0.0161,1.0,RSI,0.002941,0.9928,0.9802,0.2799,0.95,MILD,NO_CONFLICT,0.7351,0.9357,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2784,MILD,0.828,16.56,16.56,0.6027,15,BUY,2.772,correct,✅,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
CVX,0.4886,0.4886,0.4886,0.04,Sideways,0.93,N/A,0.35,OK,0.9038,0.7434,SIDEWAYS,0.9653,0.6512,0.9345,True,-0.434,1.0,RSI,-0.001743,0.5481,0.5122,0.0185,1.0,HARMONY,MILD_ADJUST,0.3266,0.9147,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.0,HARMONY,1.0,0.0,2.0,-0.0102,0,SELL,3.94,wrong,❌,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
WMT,0.9065,0.9065,0.0935,0.05,Sideways,0.77,N/A,0.3355,OK,0.9888,0.5558,NEUTRAL,0.9654,0.6512,0.9771,True,-0.0793,1.0,RSI,0.002374,0.9888,0.9661,0.2267,0.95,MILD,MILD_ADJUST,0.6616,0.9229,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.3531,MODERATE,0.78,15.6,15.6,0.4924,17,BUY,0.448,noise_c,🔍✓,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
PG,1.0,1.0,0.0,0.03,Sideways,0.82,N/A,0.4697,MINOR,0.931,0.6,SIDEWAYS,0.9353,0.6177,0.9332,True,0.0284,1.0,RSI,0.001709,0.9916,0.879,0.282,0.95,MILD,MILD_ADJUST,0.6363,0.9457,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2758,MILD,0.9,18.0,18.0,0.4545,11,BUY,1.442,noise_c,🔍✓,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
JNJ,0.9999,0.9999,0.0001,0.03,Sideways,0.94,N/A,0.3753,OK,1.011,0.445,NEUTRAL,0.9348,0.616,0.9729,True,0.1145,1.0,sma20_dist,0.000988,0.9916,0.9165,0.282,0.95,MILD,NO_CONFLICT,0.6874,0.9457,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.279,MILD,0.9,18.0,18.0,0.5311,12,BUY,1.772,noise_c,🔍✓,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
NFLX,1.0,1.0,0.0,0.09,Sideways,0.81,N/A,0.5533,MINOR,1.0118,0.4409,NEUTRAL,0.9655,0.6515,0.9887,False,0.003,0.72,log_return,0.001892,0.9948,0.7081,0.276,0.95,MILD,NO_CONFLICT,0.5271,0.9457,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1966,MILD,0.9,12.15,12.15,0.2907,14,BUY,2.12,noise_c,🔍✓,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
DIS,0.9978,0.9978,0.0022,0.04,Sideways,0.57,N/A,0.3347,OK,1.0118,0.441,CHAOTIC,1.0254,0.7181,1.0186,False,0.0004,0.72,log_return,0.001983,0.9922,0.5517,0.2798,0.95,MILD,NO_CONFLICT,0.4138,0.9427,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2656,MILD,0.936,5.36,5.36,0.1207,5,HOLD,-0.981,hold,—,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
CRM,1.0,1.0,0.0,0.07,Sideways,0.81,N/A,0.3294,OK,0.9904,0.548,NEUTRAL,0.9655,0.6515,0.9779,False,0.0012,0.72,RSI,0.001172,0.9939,0.6998,0.278,0.95,MILD,NO_CONFLICT,0.5249,0.9017,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1989,MILD,0.9,12.28,12.28,0.2873,3,BUY,1.721,noise_c,🔍✓,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
PLTR,1.0,1.0,0.0,0.15,Sideways,0.83,N/A,0.502,MINOR,1.012,0.4398,CHAOTIC,0.9355,0.6182,0.9738,False,0.0017,0.72,log_return,0.00176,0.9966,0.6987,0.3315,0.95,MILD,MILD_ADJUST,0.4973,0.9017,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1929,MILD,0.936,5.47,5.47,0.246,8,HOLD,10.449,hold,—,2025-01-13,2025-01-17,Win3:  Sideways-Mixed     (Jan13→17-2025)
AAPL,0.0,0.0,0.0,-0.18,Bear,0.98,N/A,0.3193,OK,0.904,0.7422,SIDEWAYS,0.9655,0.6515,0.9347,True,-0.1411,1.0,sma50_dist,-0.001006,0.1298,0.131,0.171,1.0,HARMONY,NO_CONFLICT,0.0983,0.8852,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.092,HARMONY,1.04,0.0,2.0,-0.5029,0,SELL,-18.951,correct,✅,2025-04-02,2025-04-07,Win4:  Bear-TariffShock   (Apr02→07-2025)
MSFT,0.9982,0.9982,0.0018,-0.14,Bear,0.98,N/A,0.4761,MINOR,1.007,0.4648,CHAOTIC,0.9655,0.6515,0.9862,True,0.0912,1.0,RSI,-0.000595,0.9652,0.5484,0.6876,0.5,CRITICAL,HOLD,0.329,0.9415,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.6894,CRITICAL,0.312,0.0,0.0,-0.1183,0,HOLD,-6.354,hold,—,2025-04-02,2025-04-07,Win4:  Bear-TariffShock   (Apr02→07-2025)
NVDA,0.996,0.996,0.004,-0.16,Bear,0.98,N/A,0.4487,MINOR,0.9119,0.7008,SIDEWAYS,0.9355,0.6182,0.9237,True,0.6596,1.0,sma50_dist,0.001173,0.9595,0.5117,0.7292,0.5,CRITICAL,HOLD,0.2661,0.9599,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.689,HIGH,0.506,0.0,0.0,-0.2232,0,HOLD,-11.574,hold,—,2025-04-02,2025-04-07,Win4:  Bear-TariffShock   (Apr02→07-2025)
TSLA,0.0,0.0,0.0,-0.22,Bear,0.68,N/A,0.948,CRITICAL,1.0111,0.4445,NEUTRAL,0.9355,0.6182,0.9733,True,-0.1169,1.0,log_return,-0.003616,0.1242,0.2445,0.259,0.95,MILD,SYSTEMIC_VETO,0.0551,0.9388,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.0996,HARMONY,0.92,0.0,2.0,-0.5749,0,SELL,-17.495,correct,✅,2025-04-02,2025-04-07,Win4:  Bear-TariffShock   (Apr02→07-2025)
META,0.9311,0.9311,0.0689,-0.17,Bear,0.98,N/A,0.4764,MINOR,0.9149,0.6846,SIDEWAYS,0.9655,0.6515,0.9402,True,-0.0645,1.0,vol_change,-0.003225,0.942,0.5199,0.6632,0.5,CRITICAL,HOLD,0.312,0.8941,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.718,HIGH,0.572,0.0,0.0,-0.1467,0,HOLD,-11.59,hold,—,2025-04-02,2025-04-07,Win4:  Bear-TariffShock   (Apr02→07-2025)
GOOGL,0.9968,0.9968,0.0032,-0.15,Bear,0.98,N/A,0.4388,MINOR,1.0118,0.4411,NEUTRAL,0.9655,0.6515,0.9887,True,0.0947,1.0,sma20_dist,-0.000956,0.9623,0.5487,0.6932,0.5,CRITICAL,HOLD,0.3951,0.8268,0.9,MODERATE SYCOPHANCY — low LSTM dominance (−10%),0.6897,HIGH,0.506,0.0,0.0,-0.0082,0,HOLD,-6.552,hold,—,2025-04-02,2025-04-07,Win4:  Bear-TariffShock   (Apr02→07-2025)
AMZN,0.0,0.0,0.0,-0.19,Bear,0.98,N/A,0.4115,MINOR,1.0134,0.4332,NEUTRAL,0.9655,0.6515,0.9895,True,-0.8928,1.0,sma20_dist,-0.002542,0.1284,0.1372,0.1714,1.0,HARMONY,NO_CONFLICT,0.1228,0.7877,0.9,MODERATE SYCOPHANCY — low LSTM dominance (−10%),0.0911,HARMONY,0.92,0.0,2.0,-0.4621,0,SELL,-10.586,correct,✅,2025-04-02,2025-04-07,Win4:  Bear-TariffShock   (Apr02→07-2025)
AMD,0.0,0.0,0.0,-0.17,Bear,0.98,N/A,0.8214,CRITICAL,0.9228,0.643,SIDEWAYS,0.9355,0.6182,0.9291,True,-0.0277,1.0,log_return,-0.002815,0.1312,0.1317,0.2024,0.95,MILD,SYSTEMIC_VETO,0.0355,0.7877,0.9,MODERATE SYCOPHANCY — low LSTM dominance (−10%),0.0929,HARMONY,1.04,0.0,2.0,-0.6074,0,SELL,-18.765,correct,✅,2025-04-02,2025-04-07,Win4:  Bear-TariffShock   (Apr02→07-2025)
INTC,0.0,0.0,0.0,-0.13,Bear,0.98,N/A,0.9146,CRITICAL,0.9141,0.689,SIDEWAYS,0.9655,0.6515,0.9398,True,-0.0218,1.0,sma10_dist,-0.002148,0.1368,0.1388,0.2608,0.95,MILD,SYSTEMIC_VETO,0.0375,0.7877,0.9,MODERATE SYCOPHANCY — low LSTM dominance (−10%),0.0968,HARMONY,1.092,0.0,2.0,-0.6041,0,SELL,-10.965,correct,✅,2025-04-02,2025-04-07,Win4:  Bear-TariffShock   (Apr02→07-2025)
ORCL,0.0,0.0,0.0,-0.1,Bear,0.98,N/A,0.4159,MINOR,0.9157,0.6803,SIDEWAYS,0.9355,0.6182,0.9256,True,-0.5897,1.0,sma20_dist,-0.00343,0.141,0.141,0.2279,0.95,MILD,NO_CONFLICT,0.1258,0.7877,0.9,MODERATE SYCOPHANCY — low LSTM dominance (−10%),0.0999,HARMONY,1.04,0.0,2.0,-0.457,0,SELL,-12.82,correct,✅,2025-04-02,2025-04-07,Win4:  Bear-TariffShock   (Apr02→07-2025)
SPY,0.0,0.0,0.0,-0.18,Sideways,0.82,N/A,0.3,OK,0.9886,0.557,CHAOTIC,0.95,0.5,0.9693,True,-0.1226,1.0,sma20_dist,-0.002718,0.1898,0.184,0.267,0.95,MILD,NO_CONFLICT,0.1656,0.7877,0.9,MODERATE SYCOPHANCY — low LSTM dominance (−10%),0.3409,MODERATE,0.819,0.0,2.0,-0.2516,0,SELL,-10.653,correct,✅,2025-04-02,2025-04-07,Win4:  Bear-TariffShock   (Apr02→07-2025)
QQQ,0.0,0.0,0.0,-0.2,Bear,0.98,N/A,0.3,OK,1.0067,0.4667,CHAOTIC,0.95,0.5,0.9783,True,-0.0672,1.0,vol_change,-0.001452,0.127,0.1342,0.165,1.0,HARMONY,NO_CONFLICT,0.1208,0.7877,0.9,MODERATE SYCOPHANCY — low LSTM dominance (−10%),0.0903,HARMONY,1.0,0.0,2.0,-0.4654,0,SELL,-11.018,correct,✅,2025-04-02,2025-04-07,Win4:  Bear-TariffShock   (Apr02→07-2025)
DIA,0.0,0.0,0.0,-0.16,Sideways,0.74,N/A,0.3,OK,0.9855,0.5727,CHAOTIC,0.95,0.5,0.9677,True,-0.2967,1.0,RSI,-0.001898,0.1926,0.1864,0.269,0.95,MILD,NO_CONFLICT,0.1678,0.7877,0.9,MODERATE SYCOPHANCY — low LSTM dominance (−10%),0.3428,MODERATE,0.78,0.0,2.0,-0.2484,0,SELL,-10.061,correct,✅,2025-04-02,2025-04-07,Win4:  Bear-TariffShock   (Apr02→07-2025)
IWM,0.0,0.0,0.0,-0.2,Sideways,0.9,N/A,0.3,OK,1.0108,0.4458,CHAOTIC,0.95,0.5,0.9804,True,-0.4495,1.0,RSI,-0.002244,0.187,0.1833,0.265,0.95,MILD,NO_CONFLICT,0.165,0.7877,0.9,MODERATE SYCOPHANCY — low LSTM dominance (−10%),0.3393,MODERATE,0.75,0.0,2.0,-0.2525,0,SELL,-11.403,correct,✅,2025-04-02,2025-04-07,Win4:  Bear-TariffShock   (Apr02→07-2025)
JPM,0.0,0.0,0.0,-0.12,Bear,0.74,N/A,0.3738,OK,0.9273,0.6196,SIDEWAYS,0.9655,0.6515,0.9464,True,-0.2553,1.0,RSI,-0.00189,0.1382,0.1413,0.189,1.0,HARMONY,NO_CONFLICT,0.1272,0.7877,0.9,MODERATE SYCOPHANCY — low LSTM dominance (−10%),0.1078,MILD,0.9,0.0,2.0,-0.4547,0,SELL,-12.228,correct,✅,2025-04-02,2025-04-07,Win4:  Bear-TariffShock   (Apr02→07-2025)
BAC,0.0005,0.0005,0.0005,-0.14,Bear,0.71,N/A,0.3294,OK,0.9896,0.5521,CHAOTIC,0.9655,0.6515,0.9776,True,-0.0846,1.0,sma20_dist,-0.001342,0.1356,0.1432,0.1831,1.0,HARMONY,NO_CONFLICT,0.1289,0.7877,0.9,MODERATE SYCOPHANCY — low LSTM dominance (−10%),0.1059,MILD,0.936,0.0,2.0,-0.4519,0,SELL,-14.982,correct,✅,2025-04-02,2025-04-07,Win4:  Bear-TariffShock   (Apr02→07-2025)
GS,0.0,0.0,0.0,-0.11,Bear,0.77,N/A,0.3423,OK,0.9204,0.6558,SIDEWAYS,0.9655,0.6515,0.9429,True,-0.0954,1.0,sma20_dist,-0.002141,0.1396,0.1422,0.2021,0.95,MILD,NO_CONFLICT,0.128,0.7877,0.9,MODERATE SYCOPHANCY — low LSTM dominance (−10%),0.1075,MILD,0.936,0.0,2.0,-0.4534,0,SELL,-17.331,correct,✅,2025-04-02,2025-04-07,Win4:  Bear-TariffShock   (Apr02→07-2025)
